id,date,name_GP,surname,name,grid,target,AirTemp,Humidity,Rainfall
25107,2021,Styrian Grand Prix,Hamilton,Mercedes,2,2,26.69,33.25,0.0
25108,2021,Styrian Grand Prix,Bottas,Mercedes,5,3,26.69,33.25,0.0
25109,2021,Styrian Grand Prix,Pérez,Red Bull,4,4,26.69,33.25,0.0
25146,2021,British Grand Prix,Hamilton,Mercedes,2,1,29.4,37.2,0.0
25147,2021,British Grand Prix,Leclerc,Ferrari,4,2,29.4,37.2,0.0
25148,2021,British Grand Prix,Bottas,Mercedes,3,3,29.4,37.2,0.0
25149,2021,British Grand Prix,Norris,McLaren,5,4,29.4,37.2,0.0
25150,2021,British Grand Prix,Ricciardo,McLaren,6,5,29.4,37.2,0.0
25151,2021,British Grand Prix,Sainz,Ferrari,10,6,29.4,37.2,0.0
25152,2021,British Grand Prix,Alonso,Alpine F1 Team,7,7,29.4,37.2,0.0
25153,2021,British Grand Prix,Stroll,Aston Martin,14,8,29.4,37.2,0.0
25154,2021,British Grand Prix,Ocon,Alpine F1 Team,9,9,29.4,37.2,0.0
25155,2021,British Grand Prix,Tsunoda,AlphaTauri,16,10,29.4,37.2,0.0
25156,2021,British Grand Prix,Gasly,AlphaTauri,11,11,29.4,37.2,0.0
25166,2021,Hungarian Grand Prix,Ocon,Alpine F1 Team,8,1,27.23,68.62,0.3
25167,2021,Hungarian Grand Prix,Hamilton,Mercedes,1,2,27.23,68.62,0.3
25168,2021,Hungarian Grand Prix,Sainz,Ferrari,15,3,27.23,68.62,0.3
25169,2021,Hungarian Grand Prix,Alonso,Alpine F1 Team,9,4,27.23,68.62,0.3
25170,2021,Hungarian Grand Prix,Gasly,AlphaTauri,5,5,27.23,68.62,0.3
25171,2021,Hungarian Grand Prix,Tsunoda,AlphaTauri,16,6,27.23,68.62,0.3
25172,2021,Hungarian Grand Prix,Latifi,Williams,18,7,27.23,68.62,0.3
25173,2021,Hungarian Grand Prix,Russell,Williams,17,8,27.23,68.62,0.3
25174,2021,Hungarian Grand Prix,Verstappen,Red Bull,3,9,27.23,68.62,0.3
25206,2021,Dutch Grand Prix,Verstappen,Red Bull,1,1,21.5,54.11,0.0
25207,2021,Dutch Grand Prix,Hamilton,Mercedes,2,2,21.5,54.11,0.0
25208,2021,Dutch Grand Prix,Bottas,Mercedes,3,3,21.5,54.11,0.0
25226,2021,Italian Grand Prix,Ricciardo,McLaren,2,1,28.89,33.28,0.0
25227,2021,Italian Grand Prix,Norris,McLaren,3,2,28.89,33.28,0.0
25228,2021,Italian Grand Prix,Bottas,Mercedes,19,3,28.89,33.28,0.0
25229,2021,Italian Grand Prix,Leclerc,Ferrari,5,4,28.89,33.28,0.0
25230,2021,Italian Grand Prix,Pérez,Red Bull,8,5,28.89,33.28,0.0
25231,2021,Italian Grand Prix,Sainz,Ferrari,6,6,28.89,33.28,0.0
25232,2021,Italian Grand Prix,Stroll,Aston Martin,9,7,28.89,33.28,0.0
25233,2021,Italian Grand Prix,Alonso,Alpine F1 Team,10,8,28.89,33.28,0.0
25234,2021,Italian Grand Prix,Russell,Williams,14,9,28.89,33.28,0.0
25235,2021,Italian Grand Prix,Ocon,Alpine F1 Team,12,10,28.89,33.28,0.0
25236,2021,Italian Grand Prix,Latifi,Williams,13,11,28.89,33.28,0.0
25237,2021,Italian Grand Prix,Vettel,Aston Martin,11,12,28.89,33.28,0.0
25238,2021,Italian Grand Prix,Giovinazzi,Alfa Romeo,7,13,28.89,33.28,0.0
25239,2021,Italian Grand Prix,Kubica,Alfa Romeo,17,14,28.89,33.28,0.0
25240,2021,Italian Grand Prix,Schumacher,Haas F1 Team,18,15,28.89,33.28,0.0
25246,2021,Russian Grand Prix,Hamilton,Mercedes,4,1,19.14,61.95,0.1
25247,2021,Russian Grand Prix,Verstappen,Red Bull,20,2,19.14,61.95,0.1
25248,2021,Russian Grand Prix,Sainz,Ferrari,2,3,19.14,61.95,0.1
25249,2021,Russian Grand Prix,Ricciardo,McLaren,5,4,19.14,61.95,0.1
25250,2021,Russian Grand Prix,Bottas,Mercedes,16,5,19.14,61.95,0.1
25251,2021,Russian Grand Prix,Alonso,Alpine F1 Team,6,6,19.14,61.95,0.1
25252,2021,Russian Grand Prix,Norris,McLaren,1,7,19.14,61.95,0.1
25253,2021,Russian Grand Prix,Räikkönen,Alfa Romeo,13,8,19.14,61.95,0.1
25254,2021,Russian Grand Prix,Pérez,Red Bull,8,9,19.14,61.95,0.1
25255,2021,Russian Grand Prix,Russell,Williams,3,10,19.14,61.95,0.1
25256,2021,Russian Grand Prix,Stroll,Aston Martin,7,11,19.14,61.95,0.1
25266,2021,Turkish Grand Prix,Bottas,Mercedes,1,1,15.83,93.52,0.0
25267,2021,Turkish Grand Prix,Verstappen,Red Bull,2,2,15.83,93.52,0.0
25268,2021,Turkish Grand Prix,Pérez,Red Bull,6,3,15.83,93.52,0.0
25269,2021,Turkish Grand Prix,Leclerc,Ferrari,3,4,15.83,93.52,0.0
25270,2021,Turkish Grand Prix,Hamilton,Mercedes,11,5,15.83,93.52,0.0
25271,2021,Turkish Grand Prix,Gasly,AlphaTauri,4,6,15.83,93.52,0.0
25272,2021,Turkish Grand Prix,Norris,McLaren,7,7,15.83,93.52,0.0
25273,2021,Turkish Grand Prix,Sainz,Ferrari,19,8,15.83,93.52,0.0
25274,2021,Turkish Grand Prix,Stroll,Aston Martin,8,9,15.83,93.52,0.0
25286,2021,United States Grand Prix,Verstappen,Red Bull,1,1,28.15,61.19,0.0
25287,2021,United States Grand Prix,Hamilton,Mercedes,2,2,28.15,61.19,0.0
25288,2021,United States Grand Prix,Pérez,Red Bull,3,3,28.15,61.19,0.0
25289,2021,United States Grand Prix,Leclerc,Ferrari,4,4,28.15,61.19,0.0
25290,2021,United States Grand Prix,Ricciardo,McLaren,6,5,28.15,61.19,0.0
25291,2021,United States Grand Prix,Bottas,Mercedes,9,6,28.15,61.19,0.0
25292,2021,United States Grand Prix,Sainz,Ferrari,5,7,28.15,61.19,0.0
25293,2021,United States Grand Prix,Norris,McLaren,7,8,28.15,61.19,0.0
25306,2021,Mexico City Grand Prix,Verstappen,Red Bull,3,1,21.21,31.21,0.0
25307,2021,Mexico City Grand Prix,Hamilton,Mercedes,2,2,21.21,31.21,0.0
25308,2021,Mexico City Grand Prix,Pérez,Red Bull,4,3,21.21,31.21,0.0
25309,2021,Mexico City Grand Prix,Gasly,AlphaTauri,5,4,21.21,31.21,0.0
25310,2021,Mexico City Grand Prix,Leclerc,Ferrari,8,5,21.21,31.21,0.0
25326,2021,São Paulo Grand Prix,Hamilton,Mercedes,10,1,23.14,60.1,0.0
25327,2021,São Paulo Grand Prix,Verstappen,Red Bull,2,2,23.14,60.1,0.0
25328,2021,São Paulo Grand Prix,Bottas,Mercedes,1,3,23.14,60.1,0.0
25329,2021,São Paulo Grand Prix,Pérez,Red Bull,4,4,23.14,60.1,0.0
25330,2021,São Paulo Grand Prix,Leclerc,Ferrari,6,5,23.14,60.1,0.0
25331,2021,São Paulo Grand Prix,Sainz,Ferrari,3,6,23.14,60.1,0.0
25346,2021,Qatar Grand Prix,Hamilton,Mercedes,1,1,26.42,75.54,0.02
25347,2021,Qatar Grand Prix,Verstappen,Red Bull,7,2,26.42,75.54,0.02
25348,2021,Qatar Grand Prix,Alonso,Alpine F1 Team,3,3,26.42,75.54,0.02
25349,2021,Qatar Grand Prix,Pérez,Red Bull,11,4,26.42,75.54,0.02
25350,2021,Qatar Grand Prix,Ocon,Alpine F1 Team,9,5,26.42,75.54,0.02
25351,2021,Qatar Grand Prix,Stroll,Aston Martin,12,6,26.42,75.54,0.02
25352,2021,Qatar Grand Prix,Sainz,Ferrari,5,7,26.42,75.54,0.02
25353,2021,Qatar Grand Prix,Leclerc,Ferrari,13,8,26.42,75.54,0.02
25366,2021,Saudi Arabian Grand Prix,Hamilton,Mercedes,1,1,28.82,76.2,0.0
25367,2021,Saudi Arabian Grand Prix,Verstappen,Red Bull,3,2,28.82,76.2,0.0
25368,2021,Saudi Arabian Grand Prix,Bottas,Mercedes,2,3,28.82,76.2,0.0
25369,2021,Saudi Arabian Grand Prix,Ocon,Alpine F1 Team,9,4,28.82,76.2,0.0
25370,2021,Saudi Arabian Grand Prix,Ricciardo,McLaren,11,5,28.82,76.2,0.0
25371,2021,Saudi Arabian Grand Prix,Gasly,AlphaTauri,6,6,28.82,76.2,0.0
25372,2021,Saudi Arabian Grand Prix,Leclerc,Ferrari,4,7,28.82,76.2,0.0
25373,2021,Saudi Arabian Grand Prix,Sainz,Ferrari,15,8,28.82,76.2,0.0
25374,2021,Saudi Arabian Grand Prix,Giovinazzi,Alfa Romeo,10,9,28.82,76.2,0.0
25375,2021,Saudi Arabian Grand Prix,Norris,McLaren,7,10,28.82,76.2,0.0
25376,2021,Saudi Arabian Grand Prix,Stroll,Aston Martin,18,11,28.82,76.2,0.0
25377,2021,Saudi Arabian Grand Prix,Latifi,Williams,16,12,28.82,76.2,0.0
25406,2022,Bahrain Grand Prix,Leclerc,Ferrari,1,1,23.62,29.49,0.0
25407,2022,Bahrain Grand Prix,Sainz,Ferrari,3,2,23.62,29.49,0.0
25408,2022,Bahrain Grand Prix,Hamilton,Mercedes,5,3,23.62,29.49,0.0
25409,2022,Bahrain Grand Prix,Russell,Mercedes,9,4,23.62,29.49,0.0
25410,2022,Bahrain Grand Prix,Magnussen,Haas F1 Team,7,5,23.62,29.49,0.0
25411,2022,Bahrain Grand Prix,Bottas,Alfa Romeo,6,6,23.62,29.49,0.0
25412,2022,Bahrain Grand Prix,Ocon,Alpine F1 Team,11,7,23.62,29.49,0.0
25413,2022,Bahrain Grand Prix,Tsunoda,AlphaTauri,16,8,23.62,29.49,0.0
25414,2022,Bahrain Grand Prix,Alonso,Alpine F1 Team,8,9,23.62,29.49,0.0
25415,2022,Bahrain Grand Prix,Zhou,Alfa Romeo,15,10,23.62,29.49,0.0
25416,2022,Bahrain Grand Prix,Schumacher,Haas F1 Team,12,11,23.62,29.49,0.0
25417,2022,Bahrain Grand Prix,Stroll,Aston Martin,19,12,23.62,29.49,0.0
25418,2022,Bahrain Grand Prix,Albon,Williams,14,13,23.62,29.49,0.0
25419,2022,Bahrain Grand Prix,Ricciardo,McLaren,18,14,23.62,29.49,0.0
25420,2022,Bahrain Grand Prix,Norris,McLaren,13,15,23.62,29.49,0.0
25421,2022,Bahrain Grand Prix,Latifi,Williams,20,16,23.62,29.49,0.0
25422,2022,Bahrain Grand Prix,Hülkenberg,Aston Martin,17,17,23.62,29.49,0.0
25426,2022,Saudi Arabian Grand Prix,Verstappen,Red Bull,4,1,25.42,59.66,0.0
25427,2022,Saudi Arabian Grand Prix,Leclerc,Ferrari,2,2,25.42,59.66,0.0
25428,2022,Saudi Arabian Grand Prix,Sainz,Ferrari,3,3,25.42,59.66,0.0
25429,2022,Saudi Arabian Grand Prix,Pérez,Red Bull,1,4,25.42,59.66,0.0
25430,2022,Saudi Arabian Grand Prix,Russell,Mercedes,6,5,25.42,59.66,0.0
25431,2022,Saudi Arabian Grand Prix,Ocon,Alpine F1 Team,5,6,25.42,59.66,0.0
25432,2022,Saudi Arabian Grand Prix,Norris,McLaren,11,7,25.42,59.66,0.0
25433,2022,Saudi Arabian Grand Prix,Gasly,AlphaTauri,9,8,25.42,59.66,0.0
25434,2022,Saudi Arabian Grand Prix,Magnussen,Haas F1 Team,10,9,25.42,59.66,0.0
25435,2022,Saudi Arabian Grand Prix,Hamilton,Mercedes,15,10,25.42,59.66,0.0
25436,2022,Saudi Arabian Grand Prix,Zhou,Alfa Romeo,12,11,25.42,59.66,0.0
25437,2022,Saudi Arabian Grand Prix,Hülkenberg,Aston Martin,17,12,25.42,59.66,0.0
25446,2022,Australian Grand Prix,Leclerc,Ferrari,1,1,26.7,43.65,0.0
25447,2022,Australian Grand Prix,Pérez,Red Bull,3,2,26.7,43.65,0.0
25448,2022,Australian Grand Prix,Russell,Mercedes,6,3,26.7,43.65,0.0
25449,2022,Australian Grand Prix,Hamilton,Mercedes,5,4,26.7,43.65,0.0
25450,2022,Australian Grand Prix,Norris,McLaren,4,5,26.7,43.65,0.0
25451,2022,Australian Grand Prix,Ricciardo,McLaren,7,6,26.7,43.65,0.0
25452,2022,Australian Grand Prix,Ocon,Alpine F1 Team,8,7,26.7,43.65,0.0
25453,2022,Australian Grand Prix,Bottas,Alfa Romeo,12,8,26.7,43.65,0.0
25454,2022,Australian Grand Prix,Gasly,AlphaTauri,11,9,26.7,43.65,0.0
25455,2022,Australian Grand Prix,Albon,Williams,20,10,26.7,43.65,0.0
25456,2022,Australian Grand Prix,Zhou,Alfa Romeo,14,11,26.7,43.65,0.0
25457,2022,Australian Grand Prix,Stroll,Aston Martin,19,12,26.7,43.65,0.0
25466,2022,Emilia Romagna Grand Prix,Verstappen,Red Bull,1,1,12.9,83.17,0.0
25467,2022,Emilia Romagna Grand Prix,Pérez,Red Bull,3,2,12.9,83.17,0.0
25468,2022,Emilia Romagna Grand Prix,Norris,McLaren,5,3,12.9,83.17,0.0
25469,2022,Emilia Romagna Grand Prix,Russell,Mercedes,11,4,12.9,83.17,0.0
25470,2022,Emilia Romagna Grand Prix,Bottas,Alfa Romeo,7,5,12.9,83.17,0.0
25471,2022,Emilia Romagna Grand Prix,Leclerc,Ferrari,2,6,12.9,83.17,0.0
25472,2022,Emilia Romagna Grand Prix,Tsunoda,AlphaTauri,12,7,12.9,83.17,0.0
25473,2022,Emilia Romagna Grand Prix,Vettel,Aston Martin,13,8,12.9,83.17,0.0
25474,2022,Emilia Romagna Grand Prix,Magnussen,Haas F1 Team,8,9,12.9,83.17,0.0
25486,2022,Miami Grand Prix,Verstappen,Red Bull,3,1,30.62,58.86,0.06
25487,2022,Miami Grand Prix,Leclerc,Ferrari,1,2,30.62,58.86,0.06
25488,2022,Miami Grand Prix,Sainz,Ferrari,2,3,30.62,58.86,0.06
25489,2022,Miami Grand Prix,Pérez,Red Bull,4,4,30.62,58.86,0.06
25490,2022,Miami Grand Prix,Russell,Mercedes,12,5,30.62,58.86,0.06
25491,2022,Miami Grand Prix,Hamilton,Mercedes,6,6,30.62,58.86,0.06
25492,2022,Miami Grand Prix,Bottas,Alfa Romeo,5,7,30.62,58.86,0.06
25493,2022,Miami Grand Prix,Ocon,Alpine F1 Team,20,8,30.62,58.86,0.06
25494,2022,Miami Grand Prix,Albon,Williams,18,9,30.62,58.86,0.06
25495,2022,Miami Grand Prix,Stroll,Aston Martin,0,10,30.62,58.86,0.06
25496,2022,Miami Grand Prix,Alonso,Alpine F1 Team,11,11,30.62,58.86,0.06
25497,2022,Miami Grand Prix,Tsunoda,AlphaTauri,9,12,30.62,58.86,0.06
25498,2022,Miami Grand Prix,Ricciardo,McLaren,14,13,30.62,58.86,0.06
25499,2022,Miami Grand Prix,Latifi,Williams,19,14,30.62,58.86,0.06
25500,2022,Miami Grand Prix,Schumacher,Haas F1 Team,15,15,30.62,58.86,0.06
25506,2022,Spanish Grand Prix,Verstappen,Red Bull,2,1,36.57,7.11,0.0
25507,2022,Spanish Grand Prix,Pérez,Red Bull,5,2,36.57,7.11,0.0
25508,2022,Spanish Grand Prix,Russell,Mercedes,4,3,36.57,7.11,0.0
25509,2022,Spanish Grand Prix,Sainz,Ferrari,3,4,36.57,7.11,0.0
25510,2022,Spanish Grand Prix,Hamilton,Mercedes,6,5,36.57,7.11,0.0
25511,2022,Spanish Grand Prix,Bottas,Alfa Romeo,7,6,36.57,7.11,0.0
25512,2022,Spanish Grand Prix,Ocon,Alpine F1 Team,12,7,36.57,7.11,0.0
25513,2022,Spanish Grand Prix,Norris,McLaren,11,8,36.57,7.11,0.0
25526,2022,Monaco Grand Prix,Pérez,Red Bull,3,1,22.27,75.67,0.44
25527,2022,Monaco Grand Prix,Sainz,Ferrari,2,2,22.27,75.67,0.44
25528,2022,Monaco Grand Prix,Verstappen,Red Bull,4,3,22.27,75.67,0.44
25529,2022,Monaco Grand Prix,Leclerc,Ferrari,1,4,22.27,75.67,0.44
25530,2022,Monaco Grand Prix,Russell,Mercedes,6,5,22.27,75.67,0.44
25531,2022,Monaco Grand Prix,Norris,McLaren,5,6,22.27,75.67,0.44
25532,2022,Monaco Grand Prix,Alonso,Alpine F1 Team,7,7,22.27,75.67,0.44
25533,2022,Monaco Grand Prix,Hamilton,Mercedes,8,8,22.27,75.67,0.44
25534,2022,Monaco Grand Prix,Bottas,Alfa Romeo,12,9,22.27,75.67,0.44
25535,2022,Monaco Grand Prix,Vettel,Aston Martin,9,10,22.27,75.67,0.44
25536,2022,Monaco Grand Prix,Gasly,AlphaTauri,17,11,22.27,75.67,0.44
25537,2022,Monaco Grand Prix,Ocon,Alpine F1 Team,10,12,22.27,75.67,0.44
25538,2022,Monaco Grand Prix,Ricciardo,McLaren,14,13,22.27,75.67,0.44
25539,2022,Monaco Grand Prix,Stroll,Aston Martin,18,14,22.27,75.67,0.44
25546,2022,Azerbaijan Grand Prix,Verstappen,Red Bull,3,1,25.44,59.49,0.0
25547,2022,Azerbaijan Grand Prix,Pérez,Red Bull,2,2,25.44,59.49,0.0
25548,2022,Azerbaijan Grand Prix,Russell,Mercedes,5,3,25.44,59.49,0.0
25549,2022,Azerbaijan Grand Prix,Hamilton,Mercedes,7,4,25.44,59.49,0.0
25550,2022,Azerbaijan Grand Prix,Gasly,AlphaTauri,6,5,25.44,59.49,0.0
25551,2022,Azerbaijan Grand Prix,Vettel,Aston Martin,9,6,25.44,59.49,0.0
25552,2022,Azerbaijan Grand Prix,Alonso,Alpine F1 Team,10,7,25.44,59.49,0.0
25553,2022,Azerbaijan Grand Prix,Ricciardo,McLaren,12,8,25.44,59.49,0.0
25554,2022,Azerbaijan Grand Prix,Norris,McLaren,11,9,25.44,59.49,0.0
25555,2022,Azerbaijan Grand Prix,Ocon,Alpine F1 Team,13,10,25.44,59.49,0.0
25566,2022,Canadian Grand Prix,Verstappen,Red Bull,1,1,20.76,28.93,0.0
25567,2022,Canadian Grand Prix,Sainz,Ferrari,3,2,20.76,28.93,0.0
25568,2022,Canadian Grand Prix,Hamilton,Mercedes,4,3,20.76,28.93,0.0
25569,2022,Canadian Grand Prix,Russell,Mercedes,8,4,20.76,28.93,0.0
25570,2022,Canadian Grand Prix,Leclerc,Ferrari,19,5,20.76,28.93,0.0
25571,2022,Canadian Grand Prix,Ocon,Alpine F1 Team,7,6,20.76,28.93,0.0
25572,2022,Canadian Grand Prix,Bottas,Alfa Romeo,11,7,20.76,28.93,0.0
25573,2022,Canadian Grand Prix,Zhou,Alfa Romeo,10,8,20.76,28.93,0.0
25574,2022,Canadian Grand Prix,Alonso,Alpine F1 Team,2,9,20.76,28.93,0.0
25575,2022,Canadian Grand Prix,Stroll,Aston Martin,17,10,20.76,28.93,0.0
25576,2022,Canadian Grand Prix,Ricciardo,McLaren,9,11,20.76,28.93,0.0
25577,2022,Canadian Grand Prix,Vettel,Aston Martin,16,12,20.76,28.93,0.0
25578,2022,Canadian Grand Prix,Albon,Williams,12,13,20.76,28.93,0.0
25579,2022,Canadian Grand Prix,Gasly,AlphaTauri,15,14,20.76,28.93,0.0
25580,2022,Canadian Grand Prix,Norris,McLaren,14,15,20.76,28.93,0.0
25581,2022,Canadian Grand Prix,Latifi,Williams,18,16,20.76,28.93,0.0
25582,2022,Canadian Grand Prix,Magnussen,Haas F1 Team,5,17,20.76,28.93,0.0
25586,2022,British Grand Prix,Sainz,Ferrari,1,1,18.25,59.75,0.04
25587,2022,British Grand Prix,Pérez,Red Bull,4,2,18.25,59.75,0.04
25588,2022,British Grand Prix,Hamilton,Mercedes,5,3,18.25,59.75,0.04
25589,2022,British Grand Prix,Leclerc,Ferrari,3,4,18.25,59.75,0.04
25590,2022,British Grand Prix,Alonso,Alpine F1 Team,7,5,18.25,59.75,0.04
25591,2022,British Grand Prix,Norris,McLaren,6,6,18.25,59.75,0.04
25592,2022,British Grand Prix,Verstappen,Red Bull,2,7,18.25,59.75,0.04
25593,2022,British Grand Prix,Schumacher,Haas F1 Team,19,8,18.25,59.75,0.04
25594,2022,British Grand Prix,Vettel,Aston Martin,18,9,18.25,59.75,0.04
25595,2022,British Grand Prix,Magnussen,Haas F1 Team,17,10,18.25,59.75,0.04
25596,2022,British Grand Prix,Stroll,Aston Martin,20,11,18.25,59.75,0.04
25597,2022,British Grand Prix,Latifi,Williams,10,12,18.25,59.75,0.04
25598,2022,British Grand Prix,Ricciardo,McLaren,14,13,18.25,59.75,0.04
25599,2022,British Grand Prix,Tsunoda,AlphaTauri,13,14,18.25,59.75,0.04
25606,2022,Austrian Grand Prix,Leclerc,Ferrari,2,1,20.26,35.14,0.0
25607,2022,Austrian Grand Prix,Verstappen,Red Bull,1,2,20.26,35.14,0.0
25608,2022,Austrian Grand Prix,Hamilton,Mercedes,8,3,20.26,35.14,0.0
25609,2022,Austrian Grand Prix,Russell,Mercedes,4,4,20.26,35.14,0.0
25610,2022,Austrian Grand Prix,Ocon,Alpine F1 Team,6,5,20.26,35.14,0.0
25626,2022,French Grand Prix,Verstappen,Red Bull,2,1,30.16,47.73,0.0
25627,2022,French Grand Prix,Hamilton,Mercedes,4,2,30.16,47.73,0.0
25628,2022,French Grand Prix,Russell,Mercedes,6,3,30.16,47.73,0.0
25629,2022,French Grand Prix,Pérez,Red Bull,3,4,30.16,47.73,0.0
25630,2022,French Grand Prix,Sainz,Ferrari,19,5,30.16,47.73,0.0
25631,2022,French Grand Prix,Alonso,Alpine F1 Team,7,6,30.16,47.73,0.0
25632,2022,French Grand Prix,Norris,McLaren,5,7,30.16,47.73,0.0
25633,2022,French Grand Prix,Ocon,Alpine F1 Team,10,8,30.16,47.73,0.0
25634,2022,French Grand Prix,Ricciardo,McLaren,9,9,30.16,47.73,0.0
25635,2022,French Grand Prix,Stroll,Aston Martin,15,10,30.16,47.73,0.0
25636,2022,French Grand Prix,Vettel,Aston Martin,12,11,30.16,47.73,0.0
25637,2022,French Grand Prix,Gasly,AlphaTauri,14,12,30.16,47.73,0.0
25638,2022,French Grand Prix,Albon,Williams,13,13,30.16,47.73,0.0
25639,2022,French Grand Prix,Bottas,Alfa Romeo,11,14,30.16,47.73,0.0
25640,2022,French Grand Prix,Schumacher,Haas F1 Team,17,15,30.16,47.73,0.0
25646,2022,Hungarian Grand Prix,Verstappen,Red Bull,10,1,18.56,69.32,0.28
25647,2022,Hungarian Grand Prix,Hamilton,Mercedes,7,2,18.56,69.32,0.28
25648,2022,Hungarian Grand Prix,Russell,Mercedes,1,3,18.56,69.32,0.28
25649,2022,Hungarian Grand Prix,Sainz,Ferrari,2,4,18.56,69.32,0.28
25650,2022,Hungarian Grand Prix,Pérez,Red Bull,11,5,18.56,69.32,0.28
25651,2022,Hungarian Grand Prix,Leclerc,Ferrari,3,6,18.56,69.32,0.28
25652,2022,Hungarian Grand Prix,Norris,McLaren,4,7,18.56,69.32,0.28
25666,2022,Belgian Grand Prix,Verstappen,Red Bull,14,1,21.79,40.52,0.0
25667,2022,Belgian Grand Prix,Pérez,Red Bull,2,2,21.79,40.52,0.0
25668,2022,Belgian Grand Prix,Sainz,Ferrari,1,3,21.79,40.52,0.0
25669,2022,Belgian Grand Prix,Russell,Mercedes,5,4,21.79,40.52,0.0
25670,2022,Belgian Grand Prix,Alonso,Alpine F1 Team,3,5,21.79,40.52,0.0
25671,2022,Belgian Grand Prix,Leclerc,Ferrari,15,6,21.79,40.52,0.0
25672,2022,Belgian Grand Prix,Ocon,Alpine F1 Team,16,7,21.79,40.52,0.0
25673,2022,Belgian Grand Prix,Vettel,Aston Martin,10,8,21.79,40.52,0.0
25674,2022,Belgian Grand Prix,Gasly,AlphaTauri,0,9,21.79,40.52,0.0
25675,2022,Belgian Grand Prix,Albon,Williams,6,10,21.79,40.52,0.0
25676,2022,Belgian Grand Prix,Stroll,Aston Martin,9,11,21.79,40.52,0.0
25677,2022,Belgian Grand Prix,Norris,McLaren,17,12,21.79,40.52,0.0
25678,2022,Belgian Grand Prix,Tsunoda,AlphaTauri,0,13,21.79,40.52,0.0
25679,2022,Belgian Grand Prix,Zhou,Alfa Romeo,18,14,21.79,40.52,0.0
25680,2022,Belgian Grand Prix,Ricciardo,McLaren,7,15,21.79,40.52,0.0
25686,2022,Dutch Grand Prix,Verstappen,Red Bull,1,1,22.73,75.38,0.0
25687,2022,Dutch Grand Prix,Russell,Mercedes,6,2,22.73,75.38,0.0
25688,2022,Dutch Grand Prix,Leclerc,Ferrari,2,3,22.73,75.38,0.0
25689,2022,Dutch Grand Prix,Hamilton,Mercedes,4,4,22.73,75.38,0.0
25690,2022,Dutch Grand Prix,Pérez,Red Bull,5,5,22.73,75.38,0.0
25691,2022,Dutch Grand Prix,Alonso,Alpine F1 Team,13,6,22.73,75.38,0.0
25692,2022,Dutch Grand Prix,Norris,McLaren,7,7,22.73,75.38,0.0
25693,2022,Dutch Grand Prix,Sainz,Ferrari,3,8,22.73,75.38,0.0
25694,2022,Dutch Grand Prix,Ocon,Alpine F1 Team,12,9,22.73,75.38,0.0
25695,2022,Dutch Grand Prix,Stroll,Aston Martin,10,10,22.73,75.38,0.0
25696,2022,Dutch Grand Prix,Gasly,AlphaTauri,11,11,22.73,75.38,0.0
25697,2022,Dutch Grand Prix,Albon,Williams,15,12,22.73,75.38,0.0
25698,2022,Dutch Grand Prix,Schumacher,Haas F1 Team,8,13,22.73,75.38,0.0
25699,2022,Dutch Grand Prix,Vettel,Aston Martin,19,14,22.73,75.38,0.0
25700,2022,Dutch Grand Prix,Magnussen,Haas F1 Team,18,15,22.73,75.38,0.0
25701,2022,Dutch Grand Prix,Zhou,Alfa Romeo,14,16,22.73,75.38,0.0
25702,2022,Dutch Grand Prix,Ricciardo,McLaren,17,17,22.73,75.38,0.0
25706,2022,Italian Grand Prix,Verstappen,Red Bull,7,1,27.73,33.15,0.0
25707,2022,Italian Grand Prix,Leclerc,Ferrari,1,2,27.73,33.15,0.0
25708,2022,Italian Grand Prix,Russell,Mercedes,2,3,27.73,33.15,0.0
25709,2022,Italian Grand Prix,Sainz,Ferrari,18,4,27.73,33.15,0.0
25710,2022,Italian Grand Prix,Hamilton,Mercedes,19,5,27.73,33.15,0.0
25711,2022,Italian Grand Prix,Pérez,Red Bull,13,6,27.73,33.15,0.0
25712,2022,Italian Grand Prix,Norris,McLaren,3,7,27.73,33.15,0.0
25713,2022,Italian Grand Prix,Gasly,AlphaTauri,5,8,27.73,33.15,0.0
25714,2022,Italian Grand Prix,de Vries,Williams,8,9,27.73,33.15,0.0
25715,2022,Italian Grand Prix,Zhou,Alfa Romeo,9,10,27.73,33.15,0.0
25716,2022,Italian Grand Prix,Ocon,Alpine F1 Team,14,11,27.73,33.15,0.0
25717,2022,Italian Grand Prix,Schumacher,Haas F1 Team,17,12,27.73,33.15,0.0
25726,2022,Singapore Grand Prix,Pérez,Red Bull,2,1,26.23,87.45,0.18
25727,2022,Singapore Grand Prix,Leclerc,Ferrari,1,2,26.23,87.45,0.18
25728,2022,Singapore Grand Prix,Sainz,Ferrari,4,3,26.23,87.45,0.18
25729,2022,Singapore Grand Prix,Norris,McLaren,6,4,26.23,87.45,0.18
25730,2022,Singapore Grand Prix,Ricciardo,McLaren,16,5,26.23,87.45,0.18
25731,2022,Singapore Grand Prix,Stroll,Aston Martin,11,6,26.23,87.45,0.18
25732,2022,Singapore Grand Prix,Verstappen,Red Bull,8,7,26.23,87.45,0.18
25733,2022,Singapore Grand Prix,Vettel,Aston Martin,13,8,26.23,87.45,0.18
25734,2022,Singapore Grand Prix,Hamilton,Mercedes,3,9,26.23,87.45,0.18
25735,2022,Singapore Grand Prix,Gasly,AlphaTauri,7,10,26.23,87.45,0.18
